"File","Line","Function","Kind","Text","EndsWithNewline","Evidence"
"src\dg_olc.h","50","","CALL","void script_save_to_disk(FILE *fp, void *item, int type);",,"    48: 
    49: /* prototype exported functions from dg_olc.c */
    50: void script_save_to_disk(FILE *fp, void *item, int type);
    51: void dg_olc_script_copy(struct descriptor_data *d);
    52: void dg_script_menu(struct descriptor_data *d);
    53: int dg_script_edit_parse(struct descriptor_data *d, char *arg);
    54: "
"src\dg_scripts.c","2882","read_saved_vars","CALL","void save_char_vars(struct char_data *ch)",,"  2880: 
  2881: /* save a characters variables out to disk */
  2882: void save_char_vars(struct char_data *ch)
  2883: {
  2884:   FILE *file;
  2885:   char fn[127];
  2886:   struct trig_var_data *vars;"
"src\dg_scripts.c","2956","read_saved_vars_ascii","CALL","void save_char_vars_ascii(FILE *file, struct char_data *ch)",,"  2954: 
  2955: /* save a characters variables out to an ASCII pfile */
  2956: void save_char_vars_ascii(FILE *file, struct char_data *ch)
  2957: {
  2958:   struct trig_var_data *vars;
  2959:   int count = 0;
  2960:   /* Immediate return if no script (and therefore no variables) structure has "
"src\dg_scripts.h","305","","CALL","void save_char_vars_ascii(FILE *file, struct char_data *ch);",,"   303: bool check_flags_by_name_ar(int *array, int numflags, char *search, const char *namelist[]);
   304: void read_saved_vars_ascii(FILE *file, struct char_data *ch, int count);
   305: void save_char_vars_ascii(FILE *file, struct char_data *ch);
   306: int perform_set_dg_var(struct char_data *ch, struct char_data *vict, char *val_arg);
   307: int trig_is_attached(struct script_data *sc, int trig_num);
   308: 
   309: /* To maintain strict-aliasing we'll have to do this trick with a union */"
"src\dg_scripts.h","316","","CALL","void save_char_vars(struct char_data *ch);",,"   314:                  int type, char *cmd);
   315: void read_saved_vars(struct char_data *ch);
   316: void save_char_vars(struct char_data *ch);
   317: void init_lookup_table(void);
   318: void add_to_lookup_table(long uid, void *c);
   319: void remove_from_lookup_table(long uid);
   320: "
"src\fight.c","368","return_extracted_shadow_to_storage","CALL","save_char(owner);",,"   366:   prepare_shadow_servant_for_removal(mob);
   367:   extract_char(mob);
   368:   save_char(owner);
   369:   return TRUE;
   370: }
   371: 
   372: static const char *severity_verb_third(int tier)"
"src\fight.c","1112","die","CALL","save_char(ch);",,"  1110:     SET_BOUNTY(ch, 0);
  1111:     increase_money_gold(killer, reward);
  1112:     save_char(ch);
  1113:     save_char(killer);
  1114:     send_to_char(killer, ""You claim %s for the bounty on %s.\r\n"", reward_buf, GET_NAME(ch));
  1115:   }
  1116:     /* Death penalty: lose 1-10% of TNL on a level-based curve. */"
"src\fight.c","1113","die","CALL","save_char(killer);",,"  1111:     increase_money_gold(killer, reward);
  1112:     save_char(ch);
  1113:     save_char(killer);
  1114:     send_to_char(killer, ""You claim %s for the bounty on %s.\r\n"", reward_buf, GET_NAME(ch));
  1115:   }
  1116:     /* Death penalty: lose 1-10% of TNL on a level-based curve. */
  1117:   if (!IS_NPC(ch) && GET_LEVEL(ch) < LVL_IMMORT) {"
"src\fight.c","2629","process_round_effects","CALL","save_char(owner);",,"  2627:             SHADOW_SLOT_OCCUPIED(owner, slot)) {
  2628:           SHADOW_SLOT_ACTIVE(owner, slot) = 0;
  2629:           save_char(owner);
  2630:         }
  2631:         act(""$n flickers and vanishes as the summoning fades."", FALSE, i, 0, 0, TO_ROOM);
  2632:         prepare_shadow_servant_for_removal(i);
  2633:         extract_char(i);"
"src\genmob.c","193","delete_mobile","CALL","save_mobiles(real_zone_by_thing(vnum));",,"   191:       SHOP_KEEPER(counter) -= (SHOP_KEEPER(counter) >= refpt);
   192: 
   193:   save_mobiles(real_zone_by_thing(vnum));
   194: 
   195:   return refpt;
   196: }
   197: "
"src\genmob.c","283","free_mobile","CALL","int save_mobiles(zone_rnum rznum)",,"   281: }
   282: 
   283: int save_mobiles(zone_rnum rznum)
   284: {
   285:   zone_vnum vznum;
   286:   FILE *mobfd;
   287:   room_vnum i;"
"src\genmob.c","435","write_mobile_record","CALL","script_save_to_disk(fd, mob, MOB_TRIGGER);",,"   433:       log(""SYSERR: GenOLC: Error writing E-specs for mobile #%d."", mvnum);
   434:   
   435:     script_save_to_disk(fd, mob, MOB_TRIGGER);
   436:   
   437:   
   438:   #if CONFIG_GENOLC_MOBPROG
   439:     if (write_mobile_mobprog(mvnum, mob, fd) < 0)"
"src\genmob.h","21","","CALL","int save_mobiles(zone_rnum rznum);",,"    19: int free_mob_strings(struct char_data *);
    20: int free_mobile(struct char_data *mob);
    21: int save_mobiles(zone_rnum rznum);
    22: int update_mobile_strings(struct char_data *t, struct char_data *f);
    23: void check_mobile_strings(struct char_data *mob);
    24: void check_mobile_string(mob_vnum i, char **string, const char *desc);
    25: int write_mobile_record(mob_vnum mvnum, struct char_data *mob, FILE *fd);"
"src\genobj.c","179","index_object","CALL","int save_objects(zone_rnum zone_num)",,"   177: }
   178: 
   179: int save_objects(zone_rnum zone_num)
   180: {
   181:   char filename[128], buf[MAX_STRING_LENGTH], buf2[MAX_STRING_LENGTH];
   182:   char ebuf1[MAX_STRING_LENGTH], ebuf2[MAX_STRING_LENGTH], ebuf3[MAX_STRING_LENGTH], ebuf4[MAX_STRING_LENGTH];
   183:   char wbuf1[MAX_STRING_LENGTH], wbuf2[MAX_STRING_LENGTH], wbuf3[MAX_STRING_LENGTH], wbuf4[MAX_STRING_LENGTH];"
"src\genobj.c","264","save_objects","CALL","script_save_to_disk(fp, obj, OBJ_TRIGGER);",,"   262: 
   263:       /* Do we have script(s) attached? */
   264:       script_save_to_disk(fp, obj, OBJ_TRIGGER);
   265: 
   266:       /* Do we have extra descriptions? */
   267:       if (obj->ex_description) {	/* Yes, save them too. */
   268: 	for (ex_desc = obj->ex_description; ex_desc; ex_desc = ex_desc->next) {"
"src\genobj.c","485","delete_object","CALL","save_objects(zrnum);",,"   483:   }
   484: 
   485:   save_objects(zrnum);
   486: 
   487:   return rnum;
   488: }
   489: "
"src\genolc.c","57","","CALL","static int export_save_shops(zone_rnum zrnum);",,"    55: /* Local (file scope) functions */
    56: /* Zone export functions */
    57: static int export_save_shops(zone_rnum zrnum);
    58: static int export_save_mobiles(zone_rnum rznum);
    59: static int export_save_zone(zone_rnum zrnum);
    60: static int export_save_objects(zone_rnum zrnum);
    61: static int export_save_rooms(zone_rnum zrnum);"
"src\genolc.c","58","","CALL","static int export_save_mobiles(zone_rnum rznum);",,"    56: /* Zone export functions */
    57: static int export_save_shops(zone_rnum zrnum);
    58: static int export_save_mobiles(zone_rnum rznum);
    59: static int export_save_zone(zone_rnum zrnum);
    60: static int export_save_objects(zone_rnum zrnum);
    61: static int export_save_rooms(zone_rnum zrnum);
    62: static int export_save_triggers(zone_rnum zrnum);"
"src\genolc.c","59","","CALL","static int export_save_zone(zone_rnum zrnum);",,"    57: static int export_save_shops(zone_rnum zrnum);
    58: static int export_save_mobiles(zone_rnum rznum);
    59: static int export_save_zone(zone_rnum zrnum);
    60: static int export_save_objects(zone_rnum zrnum);
    61: static int export_save_rooms(zone_rnum zrnum);
    62: static int export_save_triggers(zone_rnum zrnum);
    63: static int export_mobile_record(mob_vnum mvnum, struct char_data *mob, FILE *fd);"
"src\genolc.c","60","","CALL","static int export_save_objects(zone_rnum zrnum);",,"    58: static int export_save_mobiles(zone_rnum rznum);
    59: static int export_save_zone(zone_rnum zrnum);
    60: static int export_save_objects(zone_rnum zrnum);
    61: static int export_save_rooms(zone_rnum zrnum);
    62: static int export_save_triggers(zone_rnum zrnum);
    63: static int export_mobile_record(mob_vnum mvnum, struct char_data *mob, FILE *fd);
    64: static void export_script_save_to_disk(FILE *fp, void *item, int type);"
"src\genolc.c","61","","CALL","static int export_save_rooms(zone_rnum zrnum);",,"    59: static int export_save_zone(zone_rnum zrnum);
    60: static int export_save_objects(zone_rnum zrnum);
    61: static int export_save_rooms(zone_rnum zrnum);
    62: static int export_save_triggers(zone_rnum zrnum);
    63: static int export_mobile_record(mob_vnum mvnum, struct char_data *mob, FILE *fd);
    64: static void export_script_save_to_disk(FILE *fp, void *item, int type);
    65: static int export_info_file(zone_rnum zrnum);"
"src\genolc.c","62","","CALL","static int export_save_triggers(zone_rnum zrnum);",,"    60: static int export_save_objects(zone_rnum zrnum);
    61: static int export_save_rooms(zone_rnum zrnum);
    62: static int export_save_triggers(zone_rnum zrnum);
    63: static int export_mobile_record(mob_vnum mvnum, struct char_data *mob, FILE *fd);
    64: static void export_script_save_to_disk(FILE *fp, void *item, int type);
    65: static int export_info_file(zone_rnum zrnum);
    66: "
"src\genolc.c","64","","CALL","static void export_script_save_to_disk(FILE *fp, void *item, int type);",,"    62: static int export_save_triggers(zone_rnum zrnum);
    63: static int export_mobile_record(mob_vnum mvnum, struct char_data *mob, FILE *fd);
    64: static void export_script_save_to_disk(FILE *fp, void *item, int type);
    65: static int export_info_file(zone_rnum zrnum);
    66: 
    67: int genolc_checkstring(struct descriptor_data *d, char *arg)
    68: {"
"src\genolc.c","96","genolc_checkstring","CALL","int save_all(void)",,"    94: 
    95: /* Original use: to be called at shutdown time. */
    96: int save_all(void)
    97: {
    98:   while (save_list) {
    99:     if (save_list->type < 0 || save_list->type > SL_MAX) {
   100:       switch (save_list->type) {"
"src\genolc.c","355","fix_filename","CALL","if (!(success = export_save_shops(zrnum)))",,"   353:   if (!(success = export_info_file(zrnum))) 
   354:     send_to_char(ch, ""Info file not saved!\r\n""); 
   355:   if (!(success = export_save_shops(zrnum))) 
   356:     send_to_char(ch, ""Shops not saved!\r\n""); 
   357:   if (!(success = export_save_mobiles(zrnum))) 
   358:     send_to_char(ch, ""Mobiles not saved!\r\n""); 
   359:   if (!(success = export_save_objects(zrnum))) "
"src\genolc.c","357","fix_filename","CALL","if (!(success = export_save_mobiles(zrnum)))",,"   355:   if (!(success = export_save_shops(zrnum))) 
   356:     send_to_char(ch, ""Shops not saved!\r\n""); 
   357:   if (!(success = export_save_mobiles(zrnum))) 
   358:     send_to_char(ch, ""Mobiles not saved!\r\n""); 
   359:   if (!(success = export_save_objects(zrnum))) 
   360:     send_to_char(ch, ""Objects not saved!\r\n""); 
   361:   if (!(success = export_save_zone(zrnum))) "
"src\genolc.c","359","fix_filename","CALL","if (!(success = export_save_objects(zrnum)))",,"   357:   if (!(success = export_save_mobiles(zrnum))) 
   358:     send_to_char(ch, ""Mobiles not saved!\r\n""); 
   359:   if (!(success = export_save_objects(zrnum))) 
   360:     send_to_char(ch, ""Objects not saved!\r\n""); 
   361:   if (!(success = export_save_zone(zrnum))) 
   362:     send_to_char(ch, ""Zone info not saved!\r\n""); 
   363:   if (!(success = export_save_rooms(zrnum))) "
"src\genolc.c","361","fix_filename","CALL","if (!(success = export_save_zone(zrnum)))",,"   359:   if (!(success = export_save_objects(zrnum))) 
   360:     send_to_char(ch, ""Objects not saved!\r\n""); 
   361:   if (!(success = export_save_zone(zrnum))) 
   362:     send_to_char(ch, ""Zone info not saved!\r\n""); 
   363:   if (!(success = export_save_rooms(zrnum))) 
   364:     send_to_char(ch, ""Rooms not saved!\r\n""); 
   365:   if (!(success = export_save_triggers(zrnum))) "
"src\genolc.c","363","fix_filename","CALL","if (!(success = export_save_rooms(zrnum)))",,"   361:   if (!(success = export_save_zone(zrnum))) 
   362:     send_to_char(ch, ""Zone info not saved!\r\n""); 
   363:   if (!(success = export_save_rooms(zrnum))) 
   364:     send_to_char(ch, ""Rooms not saved!\r\n""); 
   365:   if (!(success = export_save_triggers(zrnum))) 
   366:     send_to_char(ch, ""Triggers not saved!\r\n""); 
   367: "
"src\genolc.c","365","fix_filename","CALL","if (!(success = export_save_triggers(zrnum)))",,"   363:   if (!(success = export_save_rooms(zrnum))) 
   364:     send_to_char(ch, ""Rooms not saved!\r\n""); 
   365:   if (!(success = export_save_triggers(zrnum))) 
   366:     send_to_char(ch, ""Triggers not saved!\r\n""); 
   367: 
   368:   /* If anything went wrong, don't try to tar the files. */ 
   369:   if (success) { "
"src\genolc.c","479","export_info_file","CALL","static int export_save_shops(zone_rnum zrnum)",,"   477: }
   478: 
   479: static int export_save_shops(zone_rnum zrnum)
   480: {
   481:   int i, j, rshop;
   482:   FILE *shop_file;
   483:   struct shop_data *shop;"
"src\genolc.c","569","export_save_shops","CALL","static int export_save_mobiles(zone_rnum rznum)",,"   567: }
   568: 
   569: static int export_save_mobiles(zone_rnum rznum)
   570: {
   571:   FILE *mob_file;
   572:   mob_vnum i;
   573:   mob_rnum rmob;"
"src\genolc.c","636","export_mobile_record","CALL","export_script_save_to_disk(fd, mob, MOB_TRIGGER);",,"   634:     log(""SYSERR: GenOLC: Error writing E-specs for mobile #%d."", mvnum);
   635: 
   636:   export_script_save_to_disk(fd, mob, MOB_TRIGGER);
   637: 
   638:   return TRUE;
   639: }
   640: "
"src\genolc.c","641","export_mobile_record","CALL","static int export_save_zone(zone_rnum zrnum)",,"   639: }
   640: 
   641: static int export_save_zone(zone_rnum zrnum)
   642: {
   643:   int subcmd;
   644:   FILE *zone_file;
   645: "
"src\genolc.c","758","export_save_zone","CALL","mudlog(BRF, LVL_BUILDER, TRUE, ""SYSERR: export_save_zone(): Unknown cmd '%c' - NOT saving"", ZCMD(zrnum, subcmd).command);",,"   756:       continue;
   757:     default:
   758:       mudlog(BRF, LVL_BUILDER, TRUE, ""SYSERR: export_save_zone(): Unknown cmd '%c' - NOT saving"", ZCMD(zrnum, subcmd).command);
   759:       continue;
   760:     }
   761:   }
   762:   fputs(""S\n$\n"", zone_file);"
"src\genolc.c","768","export_save_zone","CALL","static int export_save_objects(zone_rnum zrnum)",,"   766: }
   767: 
   768: static int export_save_objects(zone_rnum zrnum)
   769: {
   770:   char buf[MAX_STRING_LENGTH];
   771:   char ebuf1[MAX_STRING_LENGTH], ebuf2[MAX_STRING_LENGTH], ebuf3[MAX_STRING_LENGTH], ebuf4[MAX_STRING_LENGTH];
   772:   char wbuf1[MAX_STRING_LENGTH], wbuf2[MAX_STRING_LENGTH], wbuf3[MAX_STRING_LENGTH], wbuf4[MAX_STRING_LENGTH];"
"src\genolc.c","845","export_save_objects","CALL","export_script_save_to_disk(obj_file, obj, OBJ_TRIGGER);",,"   843: 
   844:       /* Do we have script(s) attached? */
   845:       export_script_save_to_disk(obj_file, obj, OBJ_TRIGGER);
   846: 
   847:       /* Do we have extra descriptions? */
   848:       if (obj->ex_description) {	/* Yes, save them too. */
   849: 	for (ex_desc = obj->ex_description; ex_desc; ex_desc = ex_desc->next) {"
"src\genolc.c","879","export_save_objects","CALL","static int export_save_rooms(zone_rnum zrnum)",,"   877: }
   878: 
   879: static int export_save_rooms(zone_rnum zrnum)
   880: {
   881:   int i;
   882:   struct room_data *room;
   883:   FILE *room_file;"
"src\genolc.c","984","export_save_rooms","CALL","export_script_save_to_disk(room_file, room, WLD_TRIGGER);",,"   982:       }
   983:       fprintf(room_file, ""S\n"");
   984:       export_script_save_to_disk(room_file, room, WLD_TRIGGER);
   985:     }
   986:   }
   987: 
   988:   /* Write the final line and close it. */"
"src\genolc.c","995","export_save_rooms","CALL","static void export_script_save_to_disk(FILE *fp, void *item, int type)",,"   993: }
   994: 
   995: static void export_script_save_to_disk(FILE *fp, void *item, int type)
   996: {
   997:   struct trig_proto_list *t;
   998: 
   999:   if (type==MOB_TRIGGER)"
"src\genolc.c","1006","export_script_save_to_disk","CALL","log(""SYSERR: Invalid type passed to export_script_save_to_disk()"");",,"  1004:     t = ((struct room_data *)item)->proto_script;
  1005:   else {
  1006:     log(""SYSERR: Invalid type passed to export_script_save_to_disk()"");
  1007:     return;
  1008:   }
  1009: 
  1010:   while (t)"
"src\genolc.c","1018","export_script_save_to_disk","CALL","static int export_save_triggers(zone_rnum zrnum)",,"  1016: 
  1017: /* save the zone's triggers to internal memory and to disk */
  1018: static int export_save_triggers(zone_rnum zrnum)
  1019: {
  1020:   int i;
  1021:   trig_data *trig;
  1022:   struct cmdlist_element *cmd;"
"src\genolc.h","23","","CALL","int save_all(void);",,"    21: int in_save_list(zone_vnum, int type);
    22: void strip_cr(char *);
    23: int save_all(void);
    24: char *str_udup(const char *);
    25: char *str_udupnl(const char *);
    26: void copy_ex_descriptions(struct extra_descr_data **to, struct extra_descr_data *from);
    27: void free_ex_descriptions(struct extra_descr_data *head);"
"src\genqst.c","176","delete_quest","CALL","int save_quests(zone_rnum zone_num)",,"   174: /*-------------------------------------------------------------------*/
   175: 
   176: int save_quests(zone_rnum zone_num)
   177: {
   178:   FILE *sf;
   179:   char filename[128], oldname[128], quest_flags[MAX_STRING_LENGTH];
   180:   char quest_desc[MAX_STRING_LENGTH], quest_info[MAX_STRING_LENGTH];"
"src\genshp.c","344","add_shop","CALL","int save_shops(zone_rnum zone_num)",,"   342: }
   343: 
   344: int save_shops(zone_rnum zone_num)
   345: {
   346:   int i, j, rshop, num_shops = 0;
   347:   FILE *shop_file;
   348:   char fname[128], oldname[128], buf[MAX_STRING_LENGTH];"
"src\genwld.c","264","delete_room","CALL","int save_rooms(zone_rnum rzone)",,"   262: }
   263: 
   264: int save_rooms(zone_rnum rzone)
   265: {
   266:   int i;
   267:   struct room_data *room;
   268:   FILE *sf;"
"src\genwld.c","377","save_rooms","CALL","script_save_to_disk(sf, room, WLD_TRIGGER);",,"   375:       }
   376:       fprintf(sf, ""S\n"");
   377:       script_save_to_disk(sf, room, WLD_TRIGGER);
   378:     }
   379:   }
   380: 
   381:   /* Write the final line and close it. */"
"src\genzon.c","328","remove_room_zone_commands","CALL","int save_zone(zone_rnum zone_num)",,"   326:  * simple comments in the form of (<name>) to each record.  A header for each
   327:  * field is also there. */
   328: int save_zone(zone_rnum zone_num)
   329: {
   330:   int subcmd, arg1 = -1, arg2 = -1, arg3 = -1, flag_tot=0, i;
   331:   char fname[128], oldname[128];
   332:   const char *comment = NULL;"
"src\genzon.c","473","save_zone","CALL","mudlog(BRF, LVL_BUILDER, TRUE, ""SYSERR: OLC: z_save_to_disk(): Unknown cmd '%c' - NOT saving"", ZCMD(zone_num, subcmd).command);",,"   471:       continue;
   472:     default:
   473:       mudlog(BRF, LVL_BUILDER, TRUE, ""SYSERR: OLC: z_save_to_disk(): Unknown cmd '%c' - NOT saving"", ZCMD(zone_num, subcmd).command);
   474:       continue;
   475:     }
   476:     if (ZCMD(zone_num, subcmd).command != 'V')
   477:       fprintf(zfile, ""%c %d %d %d %d \t(%s)\n"","
"src\handler.c","1107","extract_char_final","CALL","save_char(ch);",,"  1105:       extract_script_mem(SCRIPT_MEM(ch));
  1106:   } else {
  1107:     save_char(ch);
  1108:     Crash_delete_crashfile(ch);
  1109:   }
  1110: 
  1111:   /* If there's a descriptor, they're in the menu now. */"
"src\hedit.c","32","","CALL","static void hedit_save_to_disk(struct descriptor_data *);",,"    30: static void hedit_setup_new(struct descriptor_data *);
    31: static void hedit_setup_existing(struct descriptor_data *, int);
    32: static void hedit_save_to_disk(struct descriptor_data *);
    33: static void hedit_save_internally(struct descriptor_data *);
    34: static void hedit_collect_keywords_for_entry(int rnum, char *out, size_t outsz);
    35: static void hedit_append_bounded(char *dst, size_t dstsz, const char *src);
    36: "
"src\hedit.c","72","","CALL","hedit_save_to_disk(d);",,"    70:     mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(ch)), TRUE, ""OLC: %s saves help files."",
    71:            GET_NAME(ch));
    72:     hedit_save_to_disk(d);
    73:     send_to_char(ch, ""Saving help files.\r\n"");
    74:     return;
    75:   }
    76: "
"src\hedit.c","159","hedit_save_internally","CALL","hedit_save_to_disk(d);",,"   157: 
   158:   add_to_save_list(HEDIT_PERMISSION, SL_HLP);
   159:   hedit_save_to_disk(d);
   160: }
   161: 
   162: static void hedit_save_to_disk(struct descriptor_data *d)
   163: {"
"src\hedit.c","162","hedit_save_internally","CALL","static void hedit_save_to_disk(struct descriptor_data *d)",,"   160: }
   161: 
   162: static void hedit_save_to_disk(struct descriptor_data *d)
   163: {
   164:   FILE *fp;
   165:   char buf1[MAX_STRING_LENGTH], keywords[MAX_HELP_KEYWORDS + 1], index_name[READ_SIZE];
   166:   int i, j;"
"src\hedit.c","279","hedit_parse","MESSAGE","Help saved to disk.\r\n","True","   278:       mudlog(TRUE, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), CMP, ""%s"", buf);
   279:       write_to_output(d, ""Help saved to disk.\r\n"");
   280:       hedit_save_internally(d);
   281: 
   282:       /* Do not free strings, just the help structure. */
   283:       cleanup_olc(d, CLEANUP_STRUCTS);"
"src\hedit.c","291","hedit_parse","MESSAGE","Invalid choice!\r\nDo you wish to save your changes? : \r\n","True","   290:     default:
   291:       write_to_output(d, ""Invalid choice!\r\nDo you wish to save your changes? : \r\n"");
   292:       break;
   293:     }
   294:     return;
   295: "
"src\hedit.c","352","hedit_parse","MESSAGE","Do you wish to save your changes? : ","False","   351:         /* Something has been modified. */
   352:         write_to_output(d, ""Do you wish to save your changes? : "");
   353:         OLC_MODE(d) = HEDIT_CONFIRM_SAVESTRING;
   354:       } else {
   355:         write_to_output(d, ""No changes made.\r\n"");
   356:         cleanup_olc(d, CLEANUP_ALL);"
"src\ibt.c","291","load_ibt_file","CALL","void save_ibt_file(int mode)",,"   289: }
   290: 
   291: void save_ibt_file(int mode)
   292: {
   293:    IBT_DATA *ibtData, *first_ibt;
   294:    FILE *fp;
   295:    char filename[256];"
"src\ibt.c","712","is_ibt_logger","CALL","save_ibt_file(subcmd);",,"   710:         SET_BIT_AR(IBT_FLAGS(ibtData), IBT_RESOLVED);
   711:         if (CONFIG_IBT_AUTOSAVE) {
   712: 		  save_ibt_file(subcmd);
   713: 		}
   714:       }
   715:     }
   716:     return;"
"src\ibt.c","736","is_ibt_logger","CALL","save_ibt_file(subcmd);",,"   734:         send_to_char(ch,""%s%s Number %d removed.%s\r\n"", QCYN, ibt_types[subcmd], ano, QNRM);
   735:         if (CONFIG_IBT_AUTOSAVE) {
   736: 		  save_ibt_file(subcmd);
   737: 		}
   738:       } else {
   739:         send_to_char(ch,""%sUnable to remove %s %d!%s\r\n"", QRED, CMD_NAME, ano, QNRM);
   740:       }"
"src\ibt.c","748","is_ibt_logger","CALL","save_ibt_file(subcmd);",,"   746:       return;
   747:     }
   748:     save_ibt_file(subcmd);
   749:     send_to_char(ch,""%s list saved.\r\n"", ibt_types[subcmd]);
   750:   } else if (is_abbrev(arg,""edit"")) {
   751:     if (GET_LEVEL(ch) < LVL_GRGOD){
   752:       send_to_char(ch, ""%s what?\r\n"", ibt_types[subcmd]);"
"src\ibt.c","918","ibtedit_save","CALL","save_ibt_file(OLC_VAL(d));",,"   916:   }
   917: 
   918:   save_ibt_file(OLC_VAL(d));
   919: }
   920: 
   921: void free_olc_ibt(IBT_DATA *toFree) {
   922: 	"
"src\ibt.c","1020","ibtedit_parse","MESSAGE","Do you wish to save your changes? : ","False","  1019:         write_to_output(d, ""Invalid choice!\r\n"");
  1020:         write_to_output(d, ""Do you wish to save your changes? : "");
  1021:         return;
  1022:       }
  1023: 
  1024:     case IBTEDIT_MAIN_MENU:"
"src\ibt.c","1029","ibtedit_parse","MESSAGE","Do you wish to save your changes? : ","False","  1028:           if (OLC_ZNUM(d)) {	/* Anything been changed? */
  1029:             write_to_output(d, ""Do you wish to save your changes? : "");
  1030:             OLC_MODE(d) = IBTEDIT_CONFIRM_SAVESTRING;
  1031:           } else
  1032:             cleanup_olc(d, CLEANUP_ALL);
  1033:           return;"
"src\ibt.h","97","","CALL","void save_ibt_file(int mode);",,"    95: ACMD(do_ibt);
    96: ACMD(do_oasis_ibtedit);
    97: void save_ibt_file(int mode);
    98: void load_ibt_file(int mode);
    99: void ibtedit_parse(struct descriptor_data *d, char *arg);
   100: void ibtedit_string_cleanup(struct descriptor_data *d, int terminator);
   101: void free_ibt_lists(void);"
"src\interpreter.c","783","free_alias","CALL","save_char(ch);",,"   781:       a->next = GET_ALIASES(ch);
   782:       GET_ALIASES(ch) = a;
   783:       save_char(ch);
   784:       send_to_char(ch, ""Alias ready.\r\n"");
   785:     }
   786:   }
   787: }"
"src\interpreter.c","1402","enter_player_game","CALL","save_char(d->character);",,"  1400:   
  1401:   /* Save the character and their object file */
  1402:   save_char(d->character);
  1403:   Crash_crashsave(d->character);
  1404: 
  1405:   /* Check for a login trigger in the players' start room */
  1406:   login_wtrigger(&world[IN_ROOM(d->character)], d->character);"
"src\interpreter.c","2142","nanny","CALL","save_char(d->character);",,"  2140:           GET_ACCOUNT_ID(d->character) = d->acct_id;
  2141:           account_attach_char(d->character);
  2142:           save_char(d->character);
  2143:         }
  2144:         GET_PFILEPOS(d->character) = player_i;
  2145: 
  2146:       account_init_for_char(d->character);"
"src\interpreter.c","2279","nanny","CALL","save_char(d->character);",,"  2277: 	mudlog(BRF, LVL_GOD, TRUE, ""Bad PW: %s [%s]"", GET_NAME(d->character), d->host);
  2278: 	GET_BAD_PWS(d->character)++;
  2279: 	save_char(d->character);
  2280: 	if (++(d->bad_pws) >= CONFIG_MAX_BAD_PWS) {	/* 3 strikes and you're out. */
  2281: 	  write_to_output(d, ""Wrong password... disconnecting.\r\n"");
  2282: 	  STATE(d) = CON_CLOSE;
  2283: 	} else {"
"src\interpreter.c","2329","nanny","CALL","save_char(d->character);",,"  2327:       STATE(d) = CON_QSEX;
  2328:     } else {
  2329:       save_char(d->character);
  2330:       write_to_output(d, ""\r\nDone.\r\n%s"", CONFIG_MENU);
  2331:       STATE(d) = CON_MENU;
  2332:     }
  2333:     break;"
"src\interpreter.c","2442","nanny","CALL","if (!save_char(d->character) || !save_player_index()) {",,"  2440:         /* Finalize base stats after point spend (racial bonuses are applied at runtime). */
  2441:         clamp_base_stats(d->character);
  2442:         if (!save_char(d->character) || !save_player_index()) {
  2443:           mudlog(CMP, LVL_IMPL, TRUE, ""SYSERR: New character %s was not durably saved; account roster was not modified"",
  2444:                  GET_NAME(d->character));
  2445:           write_to_output(d, ""\r\nYour character could not be saved. It has not been attached to the account. Contact an administrator.\r\n"");
  2446:           STATE(d) = CON_CLOSE;"
"src\interpreter.c","2511","nanny","CALL","save_char(d->character);",,"  2509:         GET_LOADROOM(d->character) = NOWHERE;
  2510:               account_attach_char(d->character);
  2511: save_char(d->character);
  2512: 
  2513:       greet_mtrigger(d->character, -1);
  2514:       greet_memory_mtrigger(d->character);
  2515: "
"src\interpreter.c","2534","nanny","CALL","save_char(d->character);",,"  2532:     case '2':
  2533:       write_to_output(d, ""\r\nReturning to your account to select a character.\r\n"");
  2534:       save_char(d->character);
  2535:       free_char(d->character);
  2536:       d->character = NULL;
  2537:       d->acct_prompted_menu = 0;
  2538:       STATE(d) = CON_ACCT_MENU;"
"src\interpreter.c","2614","nanny","CALL","save_char(d->character);",,"  2612:       if (GET_LEVEL(d->character) < LVL_GRGOD)
  2613: 	SET_BIT_AR(PLR_FLAGS(d->character), PLR_DELETED);
  2614:       save_char(d->character);
  2615:       Crash_delete_file(GET_NAME(d->character));
  2616:       /* If the selfdelete_fastwipe flag is set (in config.c), remove all the
  2617:        * player's immediately. */
  2618:       if (selfdelete_fastwipe)"
"src\medit.c","68","","CALL","static void medit_save_to_disk(zone_vnum zone_num);",,"    66: static void medit_setup_new(struct descriptor_data *d);
    67: static void init_mobile(struct char_data *mob);
    68: static void medit_save_to_disk(zone_vnum zone_num);
    69: static void medit_disp_positions(struct descriptor_data *d);
    70: static void medit_disp_sex(struct descriptor_data *d);
    71: static void medit_disp_attack_types(struct descriptor_data *d);
    72: static bool medit_illegal_mob_flag(int fl);"
"src\medit.c","208","","CALL","save_mobiles(OLC_ZNUM(d));",,"   206: 
   207:     /* Save the mobiles. */
   208:     save_mobiles(OLC_ZNUM(d));
   209: 
   210:     /* Free the olc structure stored in the descriptor. */
   211:     free(d->olc);
   212:     d->olc = NULL;"
