"File","Line","Function","Kind","Text","EndsWithNewline","Evidence"
"src\medit.c","237","","CALL","static void medit_save_to_disk(zone_vnum foo)",,"   235: }
   236: 
   237: static void medit_save_to_disk(zone_vnum foo)
   238: {
   239:   save_mobiles(real_zone(foo));
   240: }
   241: "
"src\medit.c","239","medit_save_to_disk","CALL","save_mobiles(real_zone(foo));",,"   237: static void medit_save_to_disk(zone_vnum foo)
   238: {
   239:   save_mobiles(real_zone(foo));
   240: }
   241: 
   242: static void medit_setup_new(struct descriptor_data *d)
   243: {"
"src\medit.c","948","medit_parse","CALL","medit_save_to_disk(zone_table[real_zone_by_thing(OLC_NUM(d))].number);",,"   946:       mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), TRUE, ""OLC: %s edits mob %d"", GET_NAME(d->character), OLC_NUM(d));
   947:       if (CONFIG_OLC_SAVE) {
   948:         medit_save_to_disk(zone_table[real_zone_by_thing(OLC_NUM(d))].number);
   949:         write_to_output(d, ""Mobile saved to disk.\r\n"");
   950:       } else
   951:         write_to_output(d, ""Mobile saved to memory.\r\n"");
   952:       cleanup_olc(d, CLEANUP_ALL);"
"src\medit.c","949","medit_parse","MESSAGE","Mobile saved to disk.\r\n","True","   948:         medit_save_to_disk(zone_table[real_zone_by_thing(OLC_NUM(d))].number);
   949:         write_to_output(d, ""Mobile saved to disk.\r\n"");
   950:       } else
   951:         write_to_output(d, ""Mobile saved to memory.\r\n"");
   952:       cleanup_olc(d, CLEANUP_ALL);
   953:       return;"
"src\medit.c","964","medit_parse","MESSAGE","Do you wish to save your changes? : ","False","   963:       write_to_output(d, ""Invalid choice!\r\n"");
   964:       write_to_output(d, ""Do you wish to save your changes? : "");
   965:       return;
   966:     }
   967: 
   968:   case MEDIT_MAIN_MENU:"
"src\medit.c","974","medit_parse","MESSAGE","Do you wish to save your changes? : ","False","   973:       if (OLC_VAL(d)) {	/* Anything been changed? */
   974: 	      write_to_output(d, ""Do you wish to save your changes? : "");
   975: 	      OLC_MODE(d) = MEDIT_CONFIRM_SAVESTRING;
   976:       } else
   977: 	cleanup_olc(d, CLEANUP_ALL);
   978:       return;"
"src\modify.c","273","playing_string_cleanup","CALL","save_ibt_file(SCMD_IDEA);",,"   271:     if (action == STRINGADD_SAVE && *d->str){
   272:       write_to_output(d, ""Idea saved!\r\n"");
   273:       save_ibt_file(SCMD_IDEA);
   274:     } else {
   275:       write_to_output(d, ""Idea aborted!\r\n"");
   276:       clean_ibt_list(SCMD_IDEA);
   277:     }"
"src\modify.c","282","playing_string_cleanup","CALL","save_ibt_file(SCMD_BUG);",,"   280:     if (action == STRINGADD_SAVE && *d->str){
   281:       write_to_output(d, ""Bug saved!\r\n"");
   282:       save_ibt_file(SCMD_BUG);
   283:     } else {
   284:       write_to_output(d, ""Bug aborted!\r\n"");
   285:       clean_ibt_list(SCMD_BUG);
   286:     }"
"src\modify.c","291","playing_string_cleanup","CALL","save_ibt_file(SCMD_TYPO);",,"   289:     if (action == STRINGADD_SAVE && *d->str){
   290:       write_to_output(d, ""Typo saved!\r\n"");
   291:       save_ibt_file(SCMD_TYPO);
   292:     } else {
   293:       write_to_output(d, ""Typo aborted!\r\n"");
   294:       clean_ibt_list(SCMD_TYPO);
   295:     }"
"src\msgedit.c","211","write_message_line","CALL","void save_messages_to_disk(void)",,"   209: }
   210: 
   211: void save_messages_to_disk(void)
   212: {
   213:   FILE *fp;
   214:   int i;
   215:   struct message_type *msg;"
"src\msgedit.c","549","msgedit_parse","MESSAGE","Do you wish to save? Y/N : ","False","   548:         case 's':
   549:           write_to_output(d, ""Do you wish to save? Y/N : "");
   550:           OLC_MODE(d) = MSGEDIT_CONFIRM_SAVE;
   551:         return;
   552:         case 'Q':
   553:         case 'q':"
"src\msgedit.c","557","msgedit_parse","MESSAGE","Do you wish to save? Y/N : ","False","   556:             quit = TRUE;
   557:             write_to_output(d, ""Do you wish to save? Y/N : "");
   558:             return;
   559:           }
   560:           write_to_output(d, ""Exiting message editor.\r\n"");
   561:           cleanup_olc(d, CLEANUP_ALL);"
"src\msgedit.c","568","msgedit_parse","CALL","save_messages_to_disk();",,"   566:       if (*arg && (*arg == 'Y' || *arg == 'y')) {
   567:         copy_message_list(&fight_messages[OLC_NUM(d)], OLC_MSG_LIST(d));
   568:         save_messages_to_disk();
   569:         OLC_VAL(d) = 0;
   570:         write_to_output(d, ""Messages saved.\r\n"");
   571:       } else
   572:         write_to_output(d, ""Save aborted.\r\n"");"
"src\msgedit.h","24","","CALL","void save_messages_to_disk(void);",,"    22: void load_messages(void);
    23: void free_messages(void);
    24: void save_messages_to_disk(void);
    25: void free_message_list(struct message_list * mlist);
    26: 
    27: /* Defines */
    28: #define MSGEDIT_MAIN_MENU     1"
"src\oasis.h","427","","CALL","int  save_config( IDXTYPE nowhere );",,"   425: #define HEDIT_MIN_LEVEL                 6
   426: 
   427: int  save_config( IDXTYPE nowhere );
   428: 
   429: /* Prototypes to keep. */
   430: void clear_screen(struct descriptor_data *);
   431: int can_edit_zone(struct char_data *ch, zone_rnum rnum);"
"src\oasis.h","453","","CALL","void redit_save_to_disk(zone_vnum zone_num);",,"   451: void redit_string_cleanup(struct descriptor_data *d, int terminator);
   452: void redit_save_internally(struct descriptor_data *d);
   453: void redit_save_to_disk(zone_vnum zone_num);
   454: void redit_parse(struct descriptor_data *d, char *arg);
   455: void free_room(struct room_data *room);
   456: ACMD(do_oasis_redit);
   457: "
"src\oasis.h","469","","CALL","void cedit_save_to_disk( void );",,"   467: 
   468: /* public functions from cedit.c */
   469: void cedit_save_to_disk( void );
   470: void cedit_parse(struct descriptor_data *d, char *arg);
   471: void cedit_string_cleanup(struct descriptor_data *d, int terminator);
   472: ACMD(do_oasis_cedit);
   473: "
"src\oedit.c","50","","CALL","static void oedit_save_to_disk(int zone_num);",,"    48: static void oedit_disp_menu(struct descriptor_data *d);
    49: static void oedit_disp_perm_menu(struct descriptor_data *d);
    50: static void oedit_save_to_disk(int zone_num);
    51: static int oedit_type_supports_regen_mult(int obj_type);
    52: 
    53: /* handy macro */
    54: #define S_PRODUCT(s, i) ((s)->producing[(i)])"
"src\oedit.c","166","oedit_type_supports_regen_mult","CALL","save_objects(OLC_ZNUM(d));",,"   164: 
   165:     /* Save the objects in this zone. */
   166:     save_objects(OLC_ZNUM(d));
   167: 
   168:     /* Free the descriptor's OLC structure. */
   169:     free(d->olc);
   170:     d->olc = NULL;"
"src\oedit.c","298","oedit_save_internally","CALL","static void oedit_save_to_disk(int zone_num)",,"   296: }
   297: 
   298: static void oedit_save_to_disk(int zone_num)
   299: {
   300:   save_objects(zone_num);
   301: }
   302: "
"src\oedit.c","300","oedit_save_to_disk","CALL","save_objects(zone_num);",,"   298: static void oedit_save_to_disk(int zone_num)
   299: {
   300:   save_objects(zone_num);
   301: }
   302: 
   303: /* Menu functions */
   304: /* For container flags. */"
"src\oedit.c","782","oedit_parse","CALL","oedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));",,"   780:               ""OLC: %s edits obj %d"", GET_NAME(d->character), OLC_NUM(d));
   781:       if (CONFIG_OLC_SAVE) {
   782:         oedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   783:         write_to_output(d, ""Object saved to disk.\r\n"");
   784:       } else
   785:         write_to_output(d, ""Object saved to memory.\r\n"");
   786:       cleanup_olc(d, CLEANUP_ALL);"
"src\oedit.c","783","oedit_parse","MESSAGE","Object saved to disk.\r\n","True","   782:         oedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   783:         write_to_output(d, ""Object saved to disk.\r\n"");
   784:       } else
   785:         write_to_output(d, ""Object saved to memory.\r\n"");
   786:       cleanup_olc(d, CLEANUP_ALL);
   787:       return;"
"src\oedit.c","801","oedit_parse","MESSAGE","Do you wish to save your changes? : \r\n","True","   800:       write_to_output(d, ""Invalid choice!\r\n"");
   801:       write_to_output(d, ""Do you wish to save your changes? : \r\n"");
   802:       return;
   803:     }
   804: 
   805:   case OEDIT_MAIN_MENU:"
"src\oedit.c","811","oedit_parse","MESSAGE","Do you wish to save your changes? : ","False","   810:       if (OLC_VAL(d)) {	/* Something has been modified. */
   811: 	write_to_output(d, ""Do you wish to save your changes? : "");
   812: 	OLC_MODE(d) = OEDIT_CONFIRM_SAVESTRING;
   813:       } else
   814: 	cleanup_olc(d, CLEANUP_ALL);
   815:       return;"
"src\players.c","219","remove_player_from_index","CALL","int save_player_index(void)",,"   217: 
   218: /* This function necessary to save a seperate ASCII player index */
   219: int save_player_index(void)
   220: {
   221:   int i;
   222:   char index_name[50], bits[64];
   223:   FILE *index_file;"
"src\players.c","876","load_char","CALL","int save_char(struct char_data * ch)",,"   874: /* Write the vital data of a player to the player file. */
   875: /* This is the ASCII Player Files save routine. */
   876: int save_char(struct char_data * ch)
   877: {
   878:   FILE *fl;
   879:   char filename[40], buf[MAX_STRING_LENGTH], bits[127], bits2[127], bits3[127], bits4[127];
   880:   int i, j, id, save_index = FALSE, write_ok = TRUE;"
"src\players.c","1188","save_char","CALL","save_char_vars_ascii(fl, ch);",,"  1186: 
  1187:   write_aliases_ascii(fl, ch);
  1188:   save_char_vars_ascii(fl, ch);
  1189: 
  1190:   write_ok = (fflush(fl) == 0);
  1191:   if (write_ok && fsync(fileno(fl)) != 0)
  1192:     write_ok = FALSE;"
"src\players.c","1254","save_char","CALL","if (!save_player_index())",,"  1252: 
  1253:   if (player_table[id].flags != i || save_index)
  1254:     if (!save_player_index())
  1255:       return FALSE;
  1256:   return TRUE;
  1257: }
  1258: "
"src\players.c","1310","remove_player","CALL","save_player_index();",,"  1308:   remove_player_from_index(pfilepos);
  1309: 
  1310:   save_player_index();
  1311: }
  1312: 
  1313: void clean_pfiles(void)
  1314: {"
"src\prefedit.c","76","prefedit_save_to_char","CALL","save_char(vict);",,"    74:     GET_SCREEN_WIDTH(vict) = OLC_PREFS(d)->screen_width;
    75: 
    76:     save_char(vict);
    77:   }
    78:   else
    79:   {
    80:   if (!vict) {"
"src\prefedit.c","349","prefedit_parse","MESSAGE","Do you wish to save these toggle settings? : ","False","   348:       send_to_char(d->character, ""Invalid choice!\r\n"");
   349:       send_to_char(d->character, ""Do you wish to save these toggle settings? : "");
   350:       break;
   351:     }
   352:     return;
   353: "
"src\prefedit.c","360","prefedit_parse","MESSAGE","Do you wish to save these toggle settings? : ","False","   359:       { /*. Something has been modified .*/
   360:         send_to_char(d->character, ""Do you wish to save these toggle settings? : "");
   361:         OLC_MODE(d) = PREFEDIT_CONFIRM_SAVE;
   362:       } else
   363:         cleanup_olc(d, CLEANUP_ALL);
   364:       return;"
"src\qedit.c","35","","CALL","static void qedit_save_to_disk(int num);",,"    33: static void qedit_disp_menu(struct descriptor_data *d);
    34: static void qedit_save_internally(struct descriptor_data *d);
    35: static void qedit_save_to_disk(int num);
    36: 
    37: /*-------------------------------------------------------------------*/
    38: 
    39: static void qedit_save_internally(struct descriptor_data *d)"
"src\qedit.c","44","qedit_save_internally","CALL","static void qedit_save_to_disk(int num)",,"    42: }
    43: 
    44: static void qedit_save_to_disk(int num)
    45: {
    46:   save_quests(num);
    47: }
    48: "
"src\qedit.c","46","qedit_save_to_disk","CALL","save_quests(num);",,"    44: static void qedit_save_to_disk(int num)
    45: {
    46:   save_quests(num);
    47: }
    48: 
    49: /*-------------------------------------------------------------------*\
    50:   utility functions"
"src\qedit.c","168","qedit_save_to_disk","CALL","qedit_save_to_disk(OLC_ZNUM(d));",,"   166:     /** Save the quest to the quest file.                                    **/
   167:     /**************************************************************************/
   168:     qedit_save_to_disk(OLC_ZNUM(d));
   169: 
   170:     /**************************************************************************/
   171:     /** Free the OLC structure.                                              **/
   172:     /**************************************************************************/"
"src\qedit.c","394","qedit_parse","CALL","qedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));",,"   392:      ""OLC: %s edits quest %d"", GET_NAME(d->character), OLC_NUM(d));
   393:           if (CONFIG_OLC_SAVE) {
   394:             qedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   395:             write_to_output(d, ""Quest %d saved to disk.\r\n"", OLC_NUM(d));
   396:           } else
   397:             write_to_output(d, ""Quest %d saved to memory.\r\n"", OLC_NUM(d));
   398:           cleanup_olc(d, CLEANUP_STRUCTS);"
"src\qedit.c","395","qedit_parse","MESSAGE","Quest %d saved to disk.\r\n","True","   394:             qedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   395:             write_to_output(d, ""Quest %d saved to disk.\r\n"", OLC_NUM(d));
   396:           } else
   397:             write_to_output(d, ""Quest %d saved to memory.\r\n"", OLC_NUM(d));
   398:           cleanup_olc(d, CLEANUP_STRUCTS);
   399:    return;"
"src\qedit.c","405","qedit_parse","MESSAGE","Invalid choice!\r\nDo you wish to save the quest? : ","False","   404:         default:
   405:           write_to_output(d,
   406:             ""Invalid choice!\r\nDo you wish to save the quest? : "");
   407:           return;
   408:       }
   409:     /*-------------------------------------------------------------------*/"
"src\qedit.c","419","qedit_parse","CALL","qedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));",,"   417:             write_to_output(d, ""Couldn't delete the quest!\r\n"");
   418:           if (CONFIG_OLC_SAVE) {
   419:             qedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   420:             write_to_output(d, ""Quest file saved to disk.\r\n"");
   421:           } else
   422:             write_to_output(d, ""Quest file saved to memory.\r\n"");
   423:           cleanup_olc(d, CLEANUP_ALL);"
"src\qedit.c","420","qedit_parse","MESSAGE","Quest file saved to disk.\r\n","True","   419:             qedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   420:             write_to_output(d, ""Quest file saved to disk.\r\n"");
   421:           } else
   422:             write_to_output(d, ""Quest file saved to memory.\r\n"");
   423:           cleanup_olc(d, CLEANUP_ALL);
   424:    return;"
"src\qedit.c","441","qedit_parse","MESSAGE","Do you wish to save the changes to the Quest? (y/n) : ","False","   440:    if (OLC_VAL(d)) {   /*. Anything been changed? . */
   441:             write_to_output(d,
   442:               ""Do you wish to save the changes to the Quest? (y/n) : "");
   443:             OLC_MODE(d) = QEDIT_CONFIRM_SAVESTRING;
   444:           } else
   445:             cleanup_olc(d, CLEANUP_ALL);"
"src\quest.c","186","notify_quest_cooldown_ready_if_needed","CALL","save_char(ch);",,"   184:   send_to_char(ch, ""%sQUEST: You may now quest again.%s\r\n"", QRED, QNRM);
   185:   GET_KQUEST_COOLDOWN_NOTIFIED(ch) = 1;
   186:   save_char(ch);
   187: }
   188: 
   189: static void expire_kill_quest_if_needed(struct char_data *ch, bool notify)
   190: {"
"src\quest.c","198","expire_kill_quest_if_needed","CALL","save_char(ch);",,"   196:   if (notify)
   197:     send_to_char(ch, ""Your quest has expired. You have failed to complete it in time.\r\n"");
   198:   save_char(ch);
   199: }
   200: 
   201: static struct char_data *find_present_questmaster(struct char_data *ch)
   202: {"
"src\quest.c","430","expire_campaign_if_needed","CALL","save_char(ch);",,"   428:   if (notify)
   429:     send_to_char(ch, ""%sYour campaign has expired. The contract has been revoked.%s\r\n"", QRED, QNRM);
   430:   save_char(ch);
   431: }
   432: 
   433: struct campaign_candidate_data {
   434:   mob_vnum vnum;"
"src\quest.c","606","quest_request_kill","CALL","save_char(ch);",,"   604:   send_to_char(ch, ""%s tells you, 'Good luck, %s. Return safely!'\r\n"", GET_NAME(qm), GET_NAME(ch));
   605:   send_to_char(ch, ""You have 60 minutes to complete your quest.\r\n"");
   606:   save_char(ch);
   607: }
   608: 
   609: static void quest_info_kill(struct char_data *ch)
   610: {"
"src\quest.c","683","quest_complete_kill","CALL","save_char(ch);",,"   681:   clear_kill_quest(ch);
   682:   start_kill_quest_cooldown(ch);
   683:   save_char(ch);
   684: }
   685: 
   686: static void campaign_show_header(struct char_data *ch)
   687: {"
"src\quest.c","731","campaign_request","CALL","save_char(ch);",,"   729:   send_to_char(ch, ""Use %s'campaign info'%s for full details, %s'cp check'%s for remaining targets.\r\n"",
   730:                QYEL, QNRM, QYEL, QNRM);
   731:   save_char(ch);
   732: }
   733: 
   734: static void campaign_info(struct char_data *ch)
   735: {"
"src\quest.c","842","campaign_quit","CALL","save_char(ch);",,"   840:   clear_campaign(ch);
   841:   send_to_char(ch, ""%sYou abandon your campaign and forfeit all rewards.%s\r\n"", QRED, QNRM);
   842:   save_char(ch);
   843: }
   844: 
   845: /*--------------------------------------------------------------------------*/
   846: /* Utility Functions                                                        */"
"src\quest.c","1149","generic_complete_quest","CALL","save_char(ch);",,"  1147:     }
  1148:   }
  1149:   save_char(ch);
  1150: }
  1151: 
  1152: void autoquest_trigger_check(struct char_data *ch, struct char_data *vict,
  1153:                 struct obj_data *object, int type)"
"src\quest.c","1259","quest_kill_trigger_check","CALL","save_char(ch);",,"  1257:   send_to_char(ch, ""\tYQUEST: You have almost completed your QUEST!\tn\r\n"");
  1258:   send_to_char(ch, ""\tYReturn to the questmaster before your time runs out.\tn\r\n"");
  1259:   save_char(ch);
  1260: }
  1261: 
  1262: void campaign_kill_trigger_check(struct char_data *ch, struct char_data *vict)
  1263: {"
"src\quest.c","1305","campaign_kill_trigger_check","CALL","save_char(ch);",,"  1303:       clear_campaign(ch);
  1304:     }
  1305:     save_char(ch);
  1306:     return;
  1307:   }
  1308: }
  1309: "
"src\quest.c","1430","quest_join","CALL","save_char(ch);",,"  1428:   }
  1429:   do_tell(qm, buf, cmd_tell, 0);
  1430:   save_char(ch);
  1431: }
  1432: 
  1433: void quest_list(struct char_data *ch, struct char_data *qm, char argument[MAX_INPUT_LENGTH])
  1434: {"
"src\quest.c","1468","quest_quit","CALL","save_char(ch);",,"  1466:     clear_quest(ch);
  1467:     send_to_char(ch, ""You are now no longer part of the quest.\r\n"");
  1468:     save_char(ch);
  1469:   } else {
  1470:     clear_quest(ch);
  1471:     if (QST_QUIT(rnum) && (str_cmp(QST_QUIT(rnum), ""undefined"") != 0))
  1472:       send_to_char(ch, ""%s"", QST_QUIT(rnum));"
"src\quest.c","1481","quest_quit","CALL","save_char(ch);",,"  1479:         QST_PENALTY(rnum));
  1480:     }
  1481:     save_char(ch);
  1482:   }
  1483: }
  1484: 
  1485: static void quest_progress(struct char_data *ch)"
"src\quest.h","126","","CALL","int save_quests(zone_rnum zone_num);",,"   124: int add_quest(struct aq_data *nqst);
   125: int delete_quest(qst_rnum rnum);
   126: int save_quests(zone_rnum zone_num);
   127: 
   128: /* Qedit Connectedness ************************************************ */
   129: #define QEDIT_MAIN_MENU                 0
   130: #define QEDIT_CONFIRM_SAVESTRING        1"
"src\redit.c","140","","CALL","save_rooms(OLC_ZNUM(d));",,"   138: 
   139:     /* Save the rooms. */
   140:     save_rooms(OLC_ZNUM(d));
   141: 
   142:     /* Free the olc data from the descriptor. */
   143:     free(d->olc);
   144:     d->olc = NULL;"
"src\redit.c","318","redit_save_resets","CALL","void redit_save_to_disk(zone_vnum zone_num)",,"   316: }
   317: 
   318: void redit_save_to_disk(zone_vnum zone_num)
   319: {
   320:   save_rooms(zone_num);		/* :) */
   321: }
   322: "
"src\redit.c","320","redit_save_to_disk","CALL","save_rooms(zone_num);		/* :) */",,"   318: void redit_save_to_disk(zone_vnum zone_num)
   319: {
   320:   save_rooms(zone_num);		/* :) */
   321: }
   322: 
   323: void free_room(struct room_data *room)
   324: {"
"src\redit.c","785","redit_parse","CALL","redit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));",,"   783:       mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), TRUE, ""OLC: %s edits room %d."", GET_NAME(d->character), OLC_NUM(d));
   784:       if (CONFIG_OLC_SAVE) {
   785:         redit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   786:         save_zone(OLC_ZNUM(d));
   787:         write_to_output(d, ""Room saved to disk.\r\n"");
   788:       } else
   789:         write_to_output(d, ""Room saved to memory.\r\n"");"
"src\redit.c","786","redit_parse","CALL","save_zone(OLC_ZNUM(d));",,"   784:       if (CONFIG_OLC_SAVE) {
   785:         redit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   786:         save_zone(OLC_ZNUM(d));
   787:         write_to_output(d, ""Room saved to disk.\r\n"");
   788:       } else
   789:         write_to_output(d, ""Room saved to memory.\r\n"");
   790:       /* Free everything. */"
"src\redit.c","787","redit_parse","MESSAGE","Room saved to disk.\r\n","True","   786:         save_zone(OLC_ZNUM(d));
   787:         write_to_output(d, ""Room saved to disk.\r\n"");
   788:       } else
   789:         write_to_output(d, ""Room saved to memory.\r\n"");
   790:       /* Free everything. */
   791:       cleanup_olc(d, CLEANUP_ALL);"
"src\redit.c","802","redit_parse","MESSAGE","Invalid choice!\r\nDo you wish to save your changes ? : ","False","   801:     default:
   802:       write_to_output(d, ""Invalid choice!\r\nDo you wish to save your changes ? : "");
   803:       break;
   804:     }
   805:     return;
   806: "
"src\redit.c","812","redit_parse","MESSAGE","Do you wish to save your changes? : ","False","   811:       if (OLC_VAL(d)) { /* Something has been modified. */
   812:         write_to_output(d, ""Do you wish to save your changes? : "");
   813:         OLC_MODE(d) = REDIT_CONFIRM_SAVESTRING;
   814:       } else
   815:         cleanup_olc(d, CLEANUP_ALL);
   816:       return;"
"src\sedit.c","25","","CALL","static void sedit_save_to_disk(int zone_num);",,"    23: /* local functions */
    24: static void sedit_setup_new(struct descriptor_data *d);
    25: static void sedit_save_to_disk(int zone_num);
    26: static void sedit_products_menu(struct descriptor_data *d);
    27: static void sedit_compact_rooms_menu(struct descriptor_data *d);
    28: static void sedit_rooms_menu(struct descriptor_data *d);
    29: static void sedit_namelist_menu(struct descriptor_data *d);"
"src\sedit.c","42","sedit_save_internally","CALL","static void sedit_save_to_disk(int num)",,"    40: }
    41: 
    42: static void sedit_save_to_disk(int num)
    43: {
    44:   save_shops(num);
    45: }
    46: "
"src\sedit.c","44","sedit_save_to_disk","CALL","save_shops(num);",,"    42: static void sedit_save_to_disk(int num)
    43: {
    44:   save_shops(num);
    45: }
    46: 
    47: /* utility functions */
    48: ACMD(do_oasis_sedit)"
"src\sedit.c","149","sedit_save_to_disk","CALL","save_shops(OLC_ZNUM(d));",,"   147: 
   148:     /* Save the shops to the shop file. */
   149:     save_shops(OLC_ZNUM(d));
   150: 
   151:     /* Free the OLC structure. */
   152:     free(d->olc);
   153:     d->olc = NULL;"
"src\sedit.c","454","sedit_parse","CALL","sedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));",,"   452:              OLC_NUM(d));
   453:       if (CONFIG_OLC_SAVE) {
   454:         sedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   455:         write_to_output(d, ""Shop saved to disk.\r\n"");
   456:       } else
   457:         write_to_output(d, ""Shop saved to memory.\r\n"");
   458: "
"src\sedit.c","455","sedit_parse","MESSAGE","Shop saved to disk.\r\n","True","   454:         sedit_save_to_disk(real_zone_by_thing(OLC_NUM(d)));
   455:         write_to_output(d, ""Shop saved to disk.\r\n"");
   456:       } else
   457:         write_to_output(d, ""Shop saved to memory.\r\n"");
   458: 
   459:       cleanup_olc(d, CLEANUP_STRUCTS);"
"src\sedit.c","466","sedit_parse","MESSAGE","Invalid choice!\r\nDo you wish to save your changes? : ","False","   465:     default:
   466:      write_to_output(d, ""Invalid choice!\r\nDo you wish to save your changes? : "");
   467:       return;
   468:     }
   469: 
   470:   case SEDIT_MAIN_MENU:"
"src\sedit.c","481","sedit_parse","MESSAGE","Do you wish to save your changes? : ","False","   480:       if (OLC_VAL(d)) {		/* Anything been changed? */
   481: 	write_to_output(d, ""Do you wish to save your changes? : "");
   482: 	OLC_MODE(d) = SEDIT_CONFIRM_SAVESTRING;
   483:       } else
   484: 	cleanup_olc(d, CLEANUP_ALL);
   485:       return;"
"src\zedit.c","32","","CALL","static void zedit_save_to_disk(int zone_num);",,"    30: static void zedit_new_zone(struct char_data *ch, zone_vnum vzone_num, room_vnum bottom, room_vnum top);
    31: static void zedit_save_internally(struct descriptor_data *d);
    32: static void zedit_save_to_disk(int zone_num);
    33: static void zedit_disp_menu(struct descriptor_data *d);
    34: static void zedit_disp_comtype(struct descriptor_data *d);
    35: static void zedit_disp_arg1(struct descriptor_data *d);
    36: static void zedit_disp_arg2(struct descriptor_data *d);"
"src\zedit.c","204","","CALL","save_zone(OLC_ZNUM(d));",,"   202: 
   203:     /* Save the zone information to the zone file. */
   204:     save_zone(OLC_ZNUM(d));
   205: 
   206:     /* Free the descriptor's OLC structure. */
   207:     free(d->olc);
   208:     d->olc = NULL;"
"src\zedit.c","323","zedit_new_zone","CALL","zedit_save_to_disk(result); /* save to disk .. */",,"   321:   }
   322: 
   323:   zedit_save_to_disk(result); /* save to disk .. */
   324: 
   325:   mudlog(BRF, MAX(LVL_BUILDER, GET_INVIS_LEV(ch)), TRUE, ""OLC: %s creates new zone #%d"", GET_NAME(ch), vzone_num);
   326:   write_to_output(ch->desc, ""Zone created successfully.\r\n"");
   327: }"
"src\zedit.c","402","zedit_save_internally","CALL","static void zedit_save_to_disk(int zone)",,"   400: }
   401: 
   402: static void zedit_save_to_disk(int zone)
   403: {
   404:   save_zone(zone);
   405: }
   406: "
"src\zedit.c","404","zedit_save_to_disk","CALL","save_zone(zone);",,"   402: static void zedit_save_to_disk(int zone)
   403: {
   404:   save_zone(zone);
   405: }
   406: 
   407: /* Error check user input and then setup change */
   408: static int start_change_command(struct descriptor_data *d, int pos)"
"src\zedit.c","772","zedit_parse","CALL","zedit_save_to_disk(OLC_ZNUM(d));",,"   770:       if (CONFIG_OLC_SAVE) {
   771:         write_to_output(d, ""Saving zone info to disk.\r\n"");
   772:         zedit_save_to_disk(OLC_ZNUM(d));
   773:       } else
   774:         write_to_output(d, ""Saving zone info in memory.\r\n"");
   775: 
   776:       mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), TRUE, ""OLC: %s edits zone info for room %d."", GET_NAME(d->character), OLC_NUM(d));"
"src\zedit.c","784","zedit_parse","MESSAGE","Do you wish to save your changes? : ","False","   783:       write_to_output(d, ""Invalid choice!\r\n"");
   784:       write_to_output(d, ""Do you wish to save your changes? : "");
   785:       break;
   786:     }
   787:     break;
   788:    /* End of ZEDIT_CONFIRM_SAVESTRING */"
"src\zedit.c","795","zedit_parse","MESSAGE","Do you wish to save your changes? : ","False","   794:       if (OLC_ZONE(d)->age || OLC_ZONE(d)->number) {
   795: 	write_to_output(d, ""Do you wish to save your changes? : "");
   796: 	OLC_MODE(d) = ZEDIT_CONFIRM_SAVESTRING;
   797:       } else {
   798: 	write_to_output(d, ""No changes made.\r\n"");
   799: 	cleanup_olc(d, CLEANUP_ALL);"
